Position,Relative_Position,Position,Mag_Sus,MSE,Incoherence,Coherence,Inc/Coh,Al,Si,Si/Ti,P,S,Cl,Ar,K,Ca,Ti,Mn,Mn/Ti,Fe,Fe/Ti,Fe/S,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Pd,Cd,In,Sn,Sb,Cs,Ba,La,Pr,Nd,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Hf,W,Re,Os,Au,Hg,Pb,Bi,Po,At,Ra,Ac,Th,U
253.5,760.41,,,1.38,21837,62453,0.349654941,621,7504,5.296108742,59,295,99,4057,42290,41505,39742,1376,0.03462332,88057,2.215716371,298.4983051,638,58,108,502,100,512,23,679,1196,174,1486,101,45,40,88,560,0,363,167,1431,432,657,682,573,0,705,323,573,333,392,53,0,47,0,0,9,45,514,0,0,0,8,0,230,88
254,760.91,,,1.28,22753,59843,0.380211554,700,7564,5.232548916,57,346,92,4077,42487,41107,39579,1246,0.031481341,88962,2.247707117,257.1156069,504,277,58,567,103,838,0,754,1224,124,1029,54,0,0,115,324,148,428,149,1430,414,715,576,1203,0,834,207,416,216,465,0,103,150,53,0,0,9,137,0,16,43,0,163,228,141
254.5,761.41,761.43,30.79,1.32,19738,65183,0.302809015,617,7414,5.408011869,67,346,59,4108,43357,42271,40095,1632,0.04070333,90629,2.260356653,261.933526,632,106,24,532,69,863,0,755,1224,99,826,24,0,0,71,739,0,408,134,1511,412,766,1135,659,0,765,48,571,228,585,0,41,200,157,20,0,0,95,108,0,85,0,455,0,0
255,761.91,,,1.25,22300,65171,0.342176735,596,7255,5.536733287,25,347,80,4097,43239,44458,40169,1338,0.033309268,88211,2.195996913,254.2103746,705,127,26,655,68,457,0,759,1357,183,1022,62,0,35,54,756,10,450,140,1433,514,581,537,382,8,602,205,428,162,393,0,112,137,0,0,0,26,517,60,34,163,82,7,94,0
255.5,762.41,,,1.15,21915,62462,0.350853319,671,7298,6.173883256,83,258,34,4019,46189,41451,45057,1550,0.03440087,95088,2.110393502,368.5581395,752,90,56,636,57,749,0,887,1506,93,966,51,11,0,52,398,262,378,51,1676,352,692,430,334,26,733,148,415,234,344,0,37,164,0,5,0,47,109,79,0,26,0,362,147,26
256,762.91,,,1.31,21030,62566,0.336125052,701,7224,6.043604651,14,372,106,4143,45625,40918,43659,1091,0.02498912,92728,2.123914886,249.2688172,521,102,116,1288,92,915,0,774,1232,84,849,150,188,0,117,460,267,354,69,1646,406,558,749,909,0,821,324,610,341,396,75,0,73,20,0,19,61,0,24,23,118,6,447,101,7
256.5,763.41,763.43,30.08,1.29,20120,70708,0.284550546,619,7134,5.52130642,59,344,63,4037,42957,39688,39389,881,0.022366651,87719,2.226992307,254.997093,677,215,77,764,60,622,0,760,1278,137,978,20,44,39,32,626,176,350,113,1415,392,767,817,182,64,636,259,426,303,368,0,0,61,0,32,0,109,341,45,0,0,0,172,57,103
257,763.91,,,1.33,20384,59940,0.340073407,618,7165,5.25038381,35,360,97,4280,40845,39234,37619,974,0.025891172,87370,2.322496611,242.6944444,606,0,0,635,77,672,0,683,1187,69,936,55,40,34,60,360,203,389,115,1470,433,649,636,641,0,747,145,480,94,494,214,129,0,0,0,44,126,310,0,0,77,50,81,61,28
257.5,764.41,,,1.51,21219,61431,0.345411926,608,7190,5.608484006,42,320,71,4193,42711,39995,40325,1407,0.034891507,89955,2.230750155,281.109375,587,114,0,770,41,842,22,748,1269,132,869,83,30,14,70,517,273,457,140,1422,585,585,789,918,28,857,121,456,77,490,0,60,94,0,0,0,71,152,25,0,124,0,311,75,31
258,764.91,,,1.25,21933,63202,0.347030157,692,7903,5.136656966,50,343,98,3937,43914,41348,40595,1498,0.036901096,92218,2.271659071,268.8571429,677,107,50,765,175,987,65,792,1197,189,846,112,96,15,96,588,126,465,159,1446,509,701,722,612,0,950,311,519,196,471,166,116,0,0,0,86,154,166,75,17,0,99,387,178,0
258.5,765.41,765.43,29.27,1.21,20983,63123,0.332414492,707,7806,5.291954906,43,355,118,4128,44234,40911,41309,1031,0.024958242,92065,2.228691084,259.3380282,670,72,68,729,71,948,0,723,1217,84,897,94,27,35,19,607,158,361,110,1473,419,614,883,667,0,759,183,510,221,489,25,14,43,0,0,0,74,54,53,0,179,104,442,21,37
259,765.91,,,1.27,20965,64915,0.322960795,715,7820,5.464961637,91,295,112,4159,44757,40589,42736,1601,0.037462561,91533,2.141824223,310.2813559,615,83,81,844,155,876,0,780,1483,259,857,88,123,0,17,367,411,430,101,1425,503,549,902,974,0,734,123,546,163,388,0,41,188,0,51,0,168,221,11,10,71,57,369,179,149
259.5,766.41,,,1.24,22058,68583,0.321624892,663,7632,5.560534591,49,304,74,4072,44284,40981,42438,1061,0.025001178,92980,2.190960931,305.8552632,609,115,44,754,68,679,16,715,1358,206,958,115,55,30,41,212,463,471,88,1598,506,648,482,741,0,961,368,442,191,380,80,95,19,0,29,120,208,600,32,0,0,0,108,63,131
260,766.91,,,1.26,21704,65086,0.33346649,734,7294,5.643953935,66,342,62,4064,44922,38982,41167,1645,0.039959191,95267,2.3141594,278.5584795,791,47,67,453,113,917,20,722,1137,136,869,22,116,32,125,202,382,287,152,1514,428,563,663,96,5,686,364,499,353,321,282,37,0,225,0,120,0,287,0,46,7,0,183,122,0
260.5,767.41,767.43,29.08,1.22,21443,61161,0.350599238,747,7422,5.549717057,113,335,115,4124,45601,39703,41190,1209,0.029351784,95580,2.320466133,285.3134328,722,232,154,609,144,823,0,773,1167,115,794,149,0,65,84,707,19,409,162,1496,485,675,737,745,98,638,554,393,346,151,0,0,56,54,0,0,0,286,0,153,70,81,235,176,32
261,767.91,,,1.16,21458,63189,0.339584421,656,7590,5.428853755,59,300,92,3929,44133,40982,41205,1541,0.037398374,93048,2.258172552,310.16,671,175,76,529,98,711,49,749,1253,131,828,58,51,50,145,569,154,382,136,1595,536,588,799,967,32,880,305,491,236,416,0,69,84,21,0,27,83,500,54,0,22,0,95,111,169
261.5,768.41,,,1.4,22424,60241,0.372238177,669,7756,5.36784425,73,325,73,4221,43390,40086,41633,1133,0.027213989,92188,2.214301155,283.6553846,584,68,16,843,149,833,0,745,1103,171,915,25,35,0,90,295,438,469,95,1441,467,608,414,673,12,750,62,478,186,406,0,0,167,0,0,0,211,325,0,0,113,0,154,174,79
262,768.91,,,1.22,21727,60584,0.35862604,608,7567,5.395533236,55,305,90,4239,43407,40131,40828,1538,0.037670226,90703,2.221588126,297.3868852,596,41,19,654,101,695,0,586,1319,233,917,159,135,0,118,702,0,359,148,1468,445,705,741,777,0,956,201,572,291,494,50,0,40,0,0,0,209,559,81,145,22,125,0,101,96
262.5,769.41,769.43,29.36,1.3,22261,62551,0.355885597,658,7487,5.520902898,24,324,79,4095,43603,40584,41335,961,0.023249063,93760,2.268295633,289.382716,640,64,147,758,159,1099,62,810,1249,195,715,49,81,20,87,449,116,369,130,1633,508,691,548,993,0,839,262,557,238,298,0,0,112,0,0,0,83,0,30,0,112,0,486,67,87
263,769.91,,,1.29,21040,62225,0.338127762,719,7508,5.770911028,72,345,97,4148,45167,39759,43328,1233,0.028457349,94632,2.184084195,274.2956522,437,104,37,675,57,620,0,689,1094,122,955,0,45,40,147,402,253,532,139,1508,471,562,876,1439,0,1012,279,527,194,363,0,0,86,0,0,0,65,586,0,109,0,0,0,55,0
263.5,770.41,,,1.35,21462,66492,0.322775672,726,7826,5.563250703,84,296,51,4122,45222,39733,43538,1779,0.040860857,95551,2.194657541,322.8074324,613,127,0,540,75,1002,33,916,1211,162,866,30,5,0,78,603,267,353,104,1379,427,715,685,895,0,816,36,477,169,490,0,77,192,61,0,0,25,308,29,0,77,0,313,114,37
264,770.91,,,1.24,22630,61771,0.366353143,774,8080,5.290346535,53,317,73,4099,45690,40669,42746,810,0.018949141,94166,2.202919571,297.0536278,661,185,129,728,66,1143,41,762,1378,88,885,101,0,19,101,457,212,313,132,1402,549,539,435,875,28,637,390,440,295,284,0,0,0,0,0,0,55,0,53,49,78,51,601,110,4
264.5,771.41,771.43,28.64,1.3,22080,64159,0.344145015,754,8076,5.073055968,24,305,49,3919,44863,40513,40970,516,0.012594581,91800,2.2406639,300.9836066,562,122,0,551,77,948,24,781,1424,150,910,73,91,30,92,313,320,388,126,1450,508,620,561,1078,0,1073,208,486,176,460,0,49,165,29,0,0,61,37,32,20,158,111,394,129,0
265,771.91,,,1.31,21228,59832,0.354793422,727,7410,5.560458839,29,335,67,4067,43522,42140,41203,1066,0.025871903,90419,2.19447613,269.9074627,498,34,142,703,140,582,0,621,1639,172,1018,60,55,10,124,314,240,416,67,1412,341,701,806,760,0,790,210,578,386,385,18,0,126,0,102,0,197,568,87,197,206,109,0,95,0
265.5,772.41,,,1.25,21766,60072,0.362331868,625,7150,5.532587413,75,321,90,4150,42533,42742,39558,1417,0.03582082,88534,2.238080793,275.8068536,584,45,0,571,86,905,5,649,1636,98,965,24,0,46,92,511,125,539,103,1435,468,695,737,636,0,814,317,568,304,384,0,0,9,90,0,48,0,12,0,0,0,0,338,130,176
266,772.91,,,1.19,20886,60604,0.344630717,621,6894,5.815491732,46,302,72,4083,41372,41608,40092,1171,0.029207822,87702,2.187518707,290.4039735,681,13,92,585,167,835,9,633,1612,120,930,58,93,71,0,281,381,368,96,1606,401,722,856,553,0,684,186,595,320,461,195,9,0,47,0,108,75,176,64,52,27,0,277,34,0
266.5,773.41,773.43,30.56,1.12,22796,61279,0.37200346,649,7093,5.79486818,59,327,81,4243,41787,41509,41103,1351,0.032868647,85866,2.089044595,262.587156,579,187,167,828,169,972,20,671,1433,157,693,73,39,49,95,440,205,488,199,1644,403,734,455,618,37,903,458,472,382,251,0,0,105,0,60,58,137,49,152,113,125,0,472,153,72
267,773.91,,,1.26,21009,64816,0.32413293,674,7395,5.687897228,45,401,69,4230,42757,41679,42062,1804,0.042889069,89473,2.127169417,223.1246883,631,148,37,693,79,587,0,781,1403,212,847,25,0,15,68,392,120,568,67,1563,410,633,709,612,0,554,129,522,291,485,0,0,152,0,42,0,68,428,81,0,146,0,20,32,109
267.5,774.41,,,1.13,20178,67093,0.300746725,617,7737,5.40829779,40,337,54,4165,42914,43543,41844,1823,0.043566581,88722,2.120303986,263.2700297,580,89,41,504,105,895,11,740,1450,198,795,149,16,20,53,530,115,638,133,1490,400,696,1065,1291,0,859,244,506,146,477,0,90,0,78,0,0,9,132,38,0,10,0,305,62,42
268,774.91,,,1.27,21319,66981,0.31828429,692,7701,5.557589923,0,340,68,4206,43670,44135,42799,1494,0.034907358,92162,2.153368069,271.0647059,604,20,140,644,62,545,0,861,1265,155,904,85,11,0,99,640,0,479,101,1348,314,739,670,832,0,680,380,480,303,256,150,0,0,0,0,11,105,485,0,0,26,26,0,224,187
268.5,775.41,775.43,30.23,1.21,22533,64890,0.347249191,671,7881,5.158989976,58,327,60,4214,44015,43588,40658,1314,0.032318363,90244,2.219587781,275.9755352,658,182,38,716,147,529,0,693,1203,118,1184,99,0,69,117,447,273,492,150,1615,452,609,376,556,73,900,211,466,309,442,0,35,81,0,82,16,106,550,120,157,75,40,0,54,113
269,775.91,,,1.29,22767,62249,0.365740815,703,7548,5.312930578,29,343,65,4068,43759,42871,40102,1320,0.032916064,89957,2.243204828,262.2653061,717,193,39,579,40,797,80,820,1239,34,786,53,46,4,120,467,292,480,92,1525,472,543,423,603,30,723,290,430,284,388,0,21,33,87,9,38,0,209,17,0,0,6,135,147,56
269.5,776.41,,,1.29,21062,61034,0.345086345,622,7622,5.484256101,34,266,11,4182,44725,42881,41801,1400,0.033492022,94645,2.264180283,355.8082707,535,93,115,695,76,858,54,866,1192,252,891,145,106,23,24,656,26,351,128,1380,411,535,614,505,0,783,347,537,420,332,128,0,0,0,0,103,153,254,34,0,0,136,286,124,152
270,776.91,,,1.21,21946,60544,0.36248018,680,7246,5.600745239,40,330,64,4078,44843,43805,40583,1310,0.032279526,93809,2.311534386,284.269697,765,254,92,612,119,965,17,826,1139,114,842,103,53,0,97,734,0,492,76,1585,417,587,576,447,80,989,315,426,225,447,0,83,75,43,0,35,0,193,23,0,0,0,208,108,38
270.5,777.41,777.43,32.34,1.34,20736,60936,0.340291453,659,7696,5.60966736,64,290,66,3966,45425,44960,43172,1381,0.031988326,92930,2.15255258,320.4482759,647,126,137,642,78,836,51,896,1238,17,856,120,0,0,99,582,149,416,76,1533,399,706,935,690,0,1081,380,587,342,341,0,11,62,0,0,77,57,365,23,0,14,0,90,105,0
271,777.91,,,1.25,20842,64568,0.322791476,779,7568,5.605972516,43,343,85,4045,44897,44161,42426,1493,0.035190685,93708,2.208739924,273.2011662,699,218,144,679,116,825,0,652,1112,7,902,64,27,0,72,413,311,454,113,1345,467,651,766,449,0,506,353,455,429,349,0,0,105,34,76,37,0,195,81,68,0,6,218,56,90
271.5,778.41,,,1.19,21501,61403,0.350162044,670,7484,5.661678247,33,271,83,4190,45775,44874,42372,1341,0.031648258,95042,2.243037855,350.7084871,642,138,80,643,55,1020,21,775,1139,117,638,27,0,5,220,485,268,360,43,1512,489,627,814,448,0,959,253,533,366,383,0,0,58,0,0,20,0,0,25,0,0,33,488,54,13
272,778.91,,,1.21,22527,62795,0.358738753,751,7710,5.592217899,54,329,81,3999,46351,45482,43116,1239,0.028736432,95838,2.222794322,291.3009119,660,108,48,738,90,1054,0,902,1233,124,759,59,73,23,65,637,82,485,49,1602,458,553,269,446,0,818,163,492,398,338,74,0,75,0,9,0,109,86,31,0,74,32,389,211,67
272.5,779.41,779.43,34.14,1.27,20352,64857,0.313798048,766,8053,5.221283994,52,367,99,4168,46666,46612,42047,2215,0.052679145,94805,2.254738745,258.3242507,674,178,76,727,139,893,0,863,1228,125,782,35,0,18,100,603,73,399,95,1544,536,623,907,393,65,848,335,476,296,340,0,65,145,0,0,0,60,226,64,47,42,0,298,172,203
273,779.91,,,1.19,21522,63247,0.340284915,737,8042,5.246083064,43,359,77,4206,46365,44897,42189,1560,0.036976463,93343,2.212496148,260.0083565,731,72,0,637,96,828,0,822,1177,102,925,107,45,0,80,557,203,564,174,1473,516,660,628,327,19,855,44,551,312,542,13,36,37,0,9,22,100,278,24,160,90,81,180,121,0
273.5,780.41,,,1.24,22515,65276,0.344920032,747,7890,5.168060837,63,301,33,4211,45698,44047,40776,1471,0.036075142,90073,2.208970963,299.2458472,644,134,93,572,111,698,129,891,1050,134,986,44,7,0,121,521,166,502,129,1323,363,732,521,324,0,835,326,583,412,421,0,0,53,34,0,11,6,367,43,0,0,12,131,47,81
274,780.91,,,1.36,21035,65037,0.323431278,743,7929,5.227393114,49,348,72,4313,44992,42445,41448,1650,0.039808917,90093,2.173639259,258.887931,624,182,21,643,47,675,0,838,1238,189,1093,127,64,0,152,227,517,398,117,1360,431,598,764,403,45,719,79,401,197,400,0,36,248,37,11,0,24,614,0,0,127,116,0,135,102
274.5,781.41,781.43,37.35,1.3,20970,59156,0.354486443,714,7631,5.295112043,55,339,58,4279,43982,42579,40407,369,0.009132081,90816,2.247531368,267.8938053,506,57,21,618,133,1358,0,802,1224,144,965,86,21,64,116,158,456,580,149,1410,533,653,777,582,0,945,191,652,402,535,0,0,108,27,66,6,133,133,65,72,33,0,260,117,16
275,781.91,,,1.27,22239,60641,0.366732079,634,7336,5.499727372,46,322,81,4240,44854,43265,40346,1221,0.030263223,89878,2.227680563,279.1242236,715,142,47,560,18,671,110,881,1383,117,877,56,0,7,88,310,435,402,124,1478,472,750,532,524,0,751,283,532,285,462,51,7,0,10,0,46,0,460,111,0,0,0,0,12,140
275.5,782.41,,,1.21,20903,62307,0.335483975,732,7873,5.447097676,55,265,78,4140,45496,45800,42885,1752,0.040853445,93485,2.179899732,352.7735849,579,103,120,604,151,827,23,896,1258,83,824,103,81,0,80,400,182,483,108,1451,466,721,720,659,0,712,250,460,278,354,30,16,121,11,0,0,74,171,0,0,119,0,195,59,34
276,782.91,,,1.22,19972,60300,0.331210614,651,8194,5.173297535,73,308,91,4142,47150,44428,42390,1821,0.042958245,92796,2.189101203,301.2857143,576,56,67,610,138,598,0,823,1316,104,879,102,0,49,86,356,410,441,162,1389,372,710,1050,810,0,754,200,555,249,409,33,0,44,0,0,0,24,409,14,96,58,34,186,148,94
276.5,783.41,783.43,44.06,1.21,21176,60422,0.350468372,807,8315,5.019963921,53,304,71,4266,46682,44796,41741,944,0.022615654,92924,2.226204451,305.6710526,651,169,40,697,163,823,0,793,1315,96,992,66,0,0,99,210,541,366,137,1488,402,863,495,636,98,818,185,393,135,480,0,72,68,0,5,26,75,241,0,97,26,125,216,146,111
277,783.91,,,1.3,19429,61353,0.316675631,820,8847,4.790550469,39,279,0,4067,47067,45062,42382,951,0.022438771,94452,2.228587608,338.5376344,649,174,36,774,52,749,0,905,1239,110,865,21,37,16,79,199,378,378,20,1291,420,547,847,649,0,646,172,526,242,579,0,71,155,0,0,0,110,347,0,12,130,33,313,146,97
277.5,784.41,,,1.31,20947,64420,0.325162993,752,8384,5.18105916,29,337,166,4083,46130,44297,43438,804,0.018509139,94233,2.169367835,279.6231454,651,158,29,471,70,677,0,699,1215,112,849,0,15,12,131,684,91,656,140,1459,603,737,777,1100,0,880,245,588,66,512,0,46,18,117,7,28,0,282,9,135,38,15,370,64,0
278,784.91,,,1.32,21793,61480,0.354472999,790,8848,4.901333635,58,321,95,4057,47381,44466,43367,1008,0.02324348,95202,2.19526368,296.5794393,741,135,45,640,145,861,0,774,1329,225,859,69,38,0,70,172,404,453,143,1453,476,659,457,289,0,771,258,531,222,460,0,114,70,42,0,0,0,242,167,0,32,0,305,67,95
278.5,785.41,785.43,44.04,1.16,19728,64797,0.30445854,828,9053,4.652711808,58,381,107,4011,47216,46477,42121,794,0.018850455,95142,2.258778282,249.7165354,605,125,66,731,136,708,0,722,1219,124,970,103,125,48,120,327,458,483,120,1387,507,645,914,871,0,553,246,539,329,513,0,28,113,0,13,83,82,339,60,4,0,0,30,52,0
279,785.91,,,1.28,21129,62254,0.339399878,786,9330,4.487459807,30,325,79,3933,46853,48554,41868,1044,0.024935512,96228,2.298366294,296.0861538,478,0,40,816,178,770,92,909,1577,102,956,125,26,33,82,414,116,519,126,1524,361,862,891,1020,0,781,179,609,355,434,23,0,43,0,33,26,193,318,64,0,0,78,170,120,87
279.5,786.41,,,1.18,23248,62355,0.372832972,838,9639,4.411349725,28,358,82,4069,48378,47750,42521,997,0.023447238,98594,2.318713106,275.4022346,656,112,0,809,116,756,93,870,1342,218,1011,33,19,0,123,368,384,382,96,1608,437,564,243,930,4,961,131,441,95,568,51,117,0,0,0,53,117,339,0,0,25,0,37,215,208
280,786.91,,,1.38,21569,59910,0.360023368,834,9463,4.473951178,75,343,107,4267,47981,47681,42337,1768,0.041760163,98646,2.33001866,287.5976676,724,241,164,691,96,970,0,851,1102,112,935,82,21,22,125,524,99,649,148,1593,411,745,606,476,8,804,281,483,360,338,0,16,137,0,0,0,14,32,0,109,131,52,388,166,0
280.5,787.41,787.43,43.36,1.33,22405,60406,0.370906864,858,9922,4.269300544,81,349,128,4312,48617,47416,42360,1717,0.040533522,95251,2.248607177,272.9255014,413,53,98,911,110,853,43,955,1292,73,947,185,28,0,110,399,325,486,214,1655,481,659,781,1102,0,1034,252,556,286,431,0,0,33,0,30,48,253,181,90,0,0,0,403,142,58
281,787.91,,,1.25,21369,62044,0.344416865,789,9634,4.419867137,72,385,74,4358,47604,44862,42581,1170,0.027477044,95406,2.240576783,247.8077922,727,61,6,703,173,883,0,947,1316,89,938,150,42,72,117,319,575,440,46,1389,500,720,510,329,0,591,128,565,260,552,33,60,0,0,19,109,28,182,0,0,0,66,362,136,90
281.5,788.41,,,1.18,20472,58774,0.348317283,821,8795,4.624332007,59,326,105,4483,46280,46108,40671,1627,0.040003934,95843,2.356543975,293.9969325,734,104,116,802,118,871,0,864,1376,158,784,55,57,39,132,501,175,595,154,1440,491,683,802,849,36,835,374,449,261,355,135,13,0,0,0,84,6,87,0,0,0,0,509,43,0
282,788.91,,,1.35,21745,62197,0.349614933,851,9382,4.298337242,29,290,44,4145,45759,47945,40327,1145,0.028392888,92404,2.291368066,318.6344828,559,73,141,787,61,667,0,824,1307,166,896,102,65,56,97,473,340,574,97,1536,444,723,512,740,0,802,535,464,303,304,266,30,0,0,37,145,43,415,0,0,0,109,199,267,187
282.5,789.41,789.43,36.13,1.08,21229,60346,0.351788022,798,9641,4.062130484,87,325,60,4320,45064,59789,39163,1507,0.038480198,88032,2.247835968,270.8676923,705,213,70,621,91,801,20,698,1324,189,883,57,144,14,149,350,295,680,202,1435,402,756,630,444,60,692,306,534,253,443,38,78,30,0,0,99,69,187,103,0,76,15,264,13,23
283,789.91,,,1.28,19427,52638,0.369067974,807,8880,4.115540541,29,303,96,4361,41992,91384,36546,1349,0.036912384,82322,2.25255842,271.689769,516,162,81,538,117,845,15,671,1250,162,837,7,0,10,157,800,0,1006,117,1534,362,616,734,1087,0,927,267,509,128,409,108,138,0,32,0,92,136,116,23,75,65,59,440,213,53
283.5,790.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,790.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284.5,791.41,791.43,34.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,791.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285.5,792.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,792.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286.5,793.41,793.43,37.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,793.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287.5,794.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,794.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288.5,795.41,795.43,39.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,795.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289.5,796.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,796.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290.5,797.41,797.43,36.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,797.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291.5,798.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,798.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292.5,799.41,799.43,31.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,799.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.5,800.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,800.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294.5,801.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,801.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295.5,802.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,802.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296.5,803.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,803.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297.5,804.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,804.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298.5,805.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,805.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299.5,806.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,806.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300.5,807.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,807.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301.5,808.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,808.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302.5,809.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,809.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303.5,810.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,810.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304.5,811.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,811.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305.5,812.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,812.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
